Flight No.,Launch site,Payload,Payload mass,Orbit,Customer,Launch outcome,Version Booster,Booster landing,Date,Time
0,Cape Canaveral,SpaceX CRS-3,"2,296 kg",LEO,NASA,5,F9 v1.1,"Success
",18 April 2014,19:25
0,Cape Canaveral,Orbcomm-OG2,"1,316 kg",LEO,Orbcomm,"Success
",F9 v1.1,Success,14 July 2014,15:15
0,Cape Canaveral,AsiaSat 8,"4,535 kg",GTO,AsiaSat,6,F9 v1.1,Success,5 August 2014,08:00
0,Cape Canaveral,AsiaSat 6,"4,428 kg",GTO,AsiaSat,Success,F9 v1.1,Success,7 September 2014,05:00
0,Cape Canaveral,SpaceX CRS-4,"2,216 kg",LEO,NASA,7,F9 v1.1,Success,21 September 2014,05:52
0,Cape Canaveral,SpaceX CRS-5,"2,395 kg",LEO,NASA,Success,F9 v1.1,Success,10 January 2015,09:47
0,Cape Canaveral,DSCOVR,570 kg,HEO,USAF,8,F9 v1.1,"Success
",11 February 2015,23:03
0,Cape Canaveral,ABS-3A,"4,159 kg",GTO,ABS,Success,F9 v1.1,"Success
",2 March 2015,03:50
0,Cape Canaveral,SpaceX CRS-6,"1,898 kg",LEO,NASA,9,F9 v1.1,"Success
",14 April 2015,20:10
0,Cape Canaveral,TürkmenÄlem 52°E / MonacoSAT,"4,707 kg",GTO,,"Success
",F9 v1.1,"Success
",27 April 2015,23:03
0,Cape Canaveral,SpaceX CRS-7,"1,952 kg",LEO,NASA,10,F9 v1.1,Failure,28 June 2015,14:21
0,Cape Canaveral,Orbcomm-OG2,"2,034 kg",LEO,Orbcomm,Success,F9 FT,"Success
",22 December 2015,01:29
0,VAFB,Jason-3,553 kg,LEO,NASA,11,F9 v1.1,"Success
",17 January 2016,18:42
0,Cape Canaveral,SES-9,"5,271 kg",GTO,SES,Success,F9 FT,"Success
",4 March 2016,23:35
0,Cape Canaveral,SpaceX CRS-8,"3,136 kg",LEO,NASA,12,F9 FT,Success,8 April 2016,20:43
0,Cape Canaveral,JCSAT-14,"4,696 kg",GTO,SKY Perfect JSAT Group,Success,F9 FT,"Success
",6 May 2016,05:21
0,Cape Canaveral,Thaicom 8,"3,100 kg",GTO,Thaicom,13,F9 FT,"Success
",27 May 2016,21:39
0,Cape Canaveral,ABS-2A,"3,600 kg",GTO,ABS,Success,F9 FT,"Success
",15 June 2016,14:29
0,Cape Canaveral,SpaceX CRS-9,"2,257 kg",LEO,NASA,14,F9 FT,"Success
",18 July 2016,04:45
0,Cape Canaveral,JCSAT-16,"4,600 kg",GTO,SKY Perfect JSAT Group,Success,F9 FT,"Success
",14 August 2016,05:26
0,VAFB,Iridium NEXT,"9,600 kg",Polar,Iridium Communications,15,F9 FT,"Success
",14 January 2017,17:54
0,KSC,SpaceX CRS-10,"2,490 kg",LEO,NASA,"Success
",F9 FT,"Success
",19 February 2017,14:39
0,KSC,EchoStar 23,"5,600 kg",GTO,EchoStar,16,F9 FT,"Success
",16 March 2017,06:00
0,KSC,SES-10,"5,300 kg",GTO,SES,"Success
",F9 FT♺,Success,30 March 2017,22:27
0,KSC,NROL-76,C,LEO,NRO,17,F9 FT,"Success
",1 May 2017,11:15
0,KSC,Inmarsat-5 F4,"6,070 kg",GTO,Inmarsat,"Success
",F9 FT,"Success
",15 May 2017,23:21
0,KSC,SpaceX CRS-11,"2,708 kg",LEO,NASA,18,F9 FT,"Success
",3 June 2017,21:07
0,KSC,BulgariaSat-1,"3,669 kg",GTO,Bulsatcom,"Success
",F9 FTB1029.2,"Success
",23 June 2017,19:10
0,VAFB,Iridium NEXT,"9,600 kg",LEO,Iridium Communications,19,F9 FT,"Success
",25 June 2017,20:25
0,KSC,Intelsat 35e,"6,761 kg",GTO,Intelsat,Failure,F9 FT,"Success
",5 July 2017,23:38
0,KSC,SpaceX CRS-12,"3,310 kg",LEO,NASA,20,F9 B4,"Success
",14 August 2017,16:31
0,VAFB,Formosat-5,475 kg,SSO,NSPO,"Success
",F9 FT,"Success
",24 August 2017,18:51
0,KSC,Boeing X-37B,"4,990 kg",LEO,USAF,21,F9 B4,"Success
",7 September 2017,14:00
0,VAFB,Iridium NEXT,"9,600 kg",Polar,Iridium Communications,"Success
",F9 B4,"Success
",9 October 2017,12:37
0,KSC,SES-11,"5,200 kg",GTO,SES S.A.,22,F9 FTB1031.2,"Success
",11 October 2017,22:53:00
0,KSC,Koreasat 5A,"3,500 kg",GTO,KT Corporation,"Success
",F9 B4,"Success
",30 October 2017,19:34
0,Cape Canaveral,SpaceX CRS-13,"2,205 kg",LEO,NASA,23,F9 FTB1035.2,"Success
",15 December 2017,15:36
0,VAFB,Iridium NEXT,"9,600 kg",Polar,Iridium Communications,Success,F9 FTB1036.2,Success,23 December 2017,01:27
0,CCAFS,Zuma,C,LEO,Northrop Grumman,24,F9 B4,Success,8 January 2018,01:00
0,CCAFS,GovSat-1,"4,230 kg",GTO,SES,"Success
",F9 FTB1032.2,Success,31 January 2018,21:25
0,VAFB,Paz,"2,150 kg",SSO,Hisdesat,25,F9 FTB1038.2,Success,22 February 2018,14:17
0,CCAFS,Hispasat 30W-6,"6,092 kg",GTO,Hispasat,"Success
",F9 B4,Success,6 March 2018,05:33
0,VAFB,Iridium NEXT,"9,600 kg",Polar,Iridium Communications,26,F9 B4B1041.2,Success,30 March 2018,14:14
0,CCAFS,SpaceX CRS-14,"2,647 kg",LEO,NASA,"Success
",F9 B4B1039.2,Success,2 April 2018,20:30
0,CCAFS,Transiting Exoplanet Survey Satellite,362 kg,HEO,NASA,27,F9 B4,Success,18 April 2018,22:51
0,KSC,Bangabandhu-1,"3,600 kg",GTO,Thales-Alenia,"Success
",F9 B5B1046.1,Success,11 May 2018,20:14
0,VAFB,Iridium NEXT,"6,460 kg",Polar,Iridium Communications,28,F9 B4B1043.2,Success,22 May 2018,19:47
0,CCAFS,SES-12,"5,384 kg",GTO,SES,"Success
",F9 B4B1040.2,Success,4 June 2018,04:45
0,CCAFS,SpaceX CRS-15,"2,697 kg",LEO,NASA,29,F9 B4B1045.2,Success,29 June 2018,09:42
0,CCAFS,Telstar 19V,"7,075 kg",GTO,Telesat,"Success
",F9 B5,Success,22 July 2018,05:50
0,VAFB,Iridium NEXT,"9,600 kg",Polar,Iridium Communications,30,F9 B5B1048,Success,25 July 2018,11:39
0,CCAFS,Merah Putih,"5,800 kg",GTO,Telkom Indonesia,"Success
",F9 B5B1046.2,Success,7 August 2018,05:18
0,CCAFS,Telstar 18V,"7,060 kg",GTO,Telesat,31,F9 B5,Success,10 September 2018,04:45
0,VAFB,SAOCOM 1A,"3,000 kg",SSO,CONAE,"Success
",F9 B5B1048.2,Success,8 October 2018,02:22
0,KSC,Es'hail 2,"5,300 kg",GTO,Es'hailSat,32,F9 B5B1047.2,Success,15 November 2018,20:46
0,VAFB,SSO-A,"~4,000 kg",SSO,Spaceflight Industries,Success,F9 B5B1046.3,Success,3 December 2018,18:34:05
0,CCAFS,SpaceX CRS-16,"2,500 kg",LEO,NASA,33,F9 B5,"Success
",5 December 2018,18:16
0,CCAFS,GPS III,"4,400 kg",MEO,USAF,"Success
",F9 B5,Success,23 December 2018,13:51
0,VAFB,Iridium NEXT,"9,600 kg",Polar,Iridium Communications,34,F9 B5B1049.2,"Success
",11 January 2019,15:31
0,CCAFS,Nusantara Satu,"4,850 kg",GTO,PSN,"Success
",F9 B5B1048.3,"Success
",22 February 2019,01:45
0,KSC,Crew Dragon Demo-1,"12,055 kg",LEO,NASA,35,F9 B5[268],"Success
",2 March 2019,07:49
0,CCAFS,SpaceX CRS-17,"2,495 kg",LEO,NASA,"Success
",F9 B5,"Success
",4 May 2019,06:48
0,CCAFS,Starlink,"13,620 kg",LEO,SpaceX,36,F9 B5B1049.3,"Success
",24 May 2019,02:30
0,VAFB,RADARSAT Constellation,"4,200 kg",SSO,Canadian Space Agency,"Success
",F9 B5B1051.2,"Success
",12 June 2019,14:17
0,CCAFS,SpaceX CRS-18,"2,268 kg",LEO,NASA,37,F9 B5B1056.2,"Success
",25 July 2019,22:01
0,CCAFS,AMOS-17,"6,500 kg",GTO,Spacecom,"Success
",F9 B5B1047.3,"Success
",6 August 2019,23:23
0,CCAFS,Starlink,"15,600 kg",LEO,SpaceX,38,F9 B5,"Success
",11 November 2019,14:56
0,CCAFS,SpaceX CRS-19,"2,617 kg",LEO,NASA,"Success
",F9 B5,"Success
",5 December 2019,17:29
0,CCAFS,JCSat-18,"6,956 kg",GTO,Sky Perfect JSAT,39,F9 B5B1056.3,"Success
",17 December 2019,00:10
0,CCAFS,Starlink,"15,600 kg",LEO,SpaceX,"Success
",F9 B5,"Success
",7 January 2020,02:19:21
0,KSC,Crew Dragon in-flight abort test,"12,050 kg",Sub-orbital,NASA,40,F9 B5,"Success
",19 January 2020,15:30
0,CCAFS,Starlink,"15,600 kg",LEO,SpaceX,"Success
",F9 B5,"Success
",29 January 2020,14:07
0,CCAFS,Starlink,"15,600 kg",LEO,SpaceX,41,F9 B5,"Success
",17 February 2020,15:05
0,CCAFS,SpaceX CRS-20,"1,977 kg",LEO,NASA,"Success
",F9 B5,"Success
",7 March 2020,04:50
0,KSC,Starlink,"15,600 kg",LEO,SpaceX,42,F9 B5,"Success
",18 March 2020,12:16
0,KSC,Starlink,"15,600 kg",LEO,SpaceX,"Success
",F9 B5,"Success
",22 April 2020,19:30
0,KSC,Crew Dragon Demo-2,"12,530 kg",LEO,NASA,43,F9 B5,"Success
",30 May 2020,19:22
0,CCAFS,Starlink,"15,600 kg",LEO,SpaceX,"Success
",F9 B5,"Success
",4 June 2020,01:25
0,CCAFS,Starlink,"15,410 kg",LEO,SpaceX,44,F9 B5,"Success
",13 June 2020,09:21
0,CCAFS,GPS III,"4,311 kg",MEO,U.S. Space Force,"Success
",F9 B5,"Success
",30 June 2020,20:10:46
0,CCAFS,ANASIS-II,"5,000–6,000 kg",GTO,Republic of Korea Army,45,F9 B5B1058.2,"Success
",20 July 2020,21:30
0,KSC,Starlink,"14,932 kg",LEO,SpaceX,"Success
",F9 B5,"Success
",7 August 2020,05:12
0,CCAFS,Starlink,"~15,440 kg",LEO,SpaceX,46,F9 B5B1049.6,"Success
",18 August 2020,14:31
0,CCAFS,SAOCOM 1B,"3,130 kg",SSO,CONAE,Success,F9 B5,"Success
",30 August 2020,23:18
0,KSC,Starlink,"15,600 kg",LEO,SpaceX,47,F9 B5B1060.2,"Success
",3 September 2020,12:46:14
0,KSC,Starlink,"15,600 kg",LEO,SpaceX,Success,F9 B5B1058.3,"Success
",6 October 2020,11:29:34
0,KSC,Starlink,"15,600 kg",LEO,SpaceX,48,F9 B5B1051.6,"Success
",18 October 2020,12:25:57
0,CCAFS,Starlink,"15,600 kg",LEO,SpaceX,Success,F9 B5,"Success
",24 October 2020,15:31:34
0,CCAFS,GPS III,"4,311 kg",MEO,USSF,49,F9 B5,"Success
",5 November 2020,23:24:23
0,KSC,Crew-1,"~12,500 kg",LEO,NASA,Success,F9 B5,"Success
",16 November 2020,00:27
0,VAFB,Sentinel-6 Michael Freilich (Jason-CS A),"1,192 kg",LEO,NASA,50,F9 B5,"Success
",21 November 2020,17:17:08
0,CCAFS,Starlink,"15,600 kg",LEO,SpaceX,Success,F9 B5 ♺,"Success
",25 November 2020,02:13
0,KSC,SpaceX CRS-21,"2,972 kg",LEO,NASA,51,F9 B5 ♺,"Success
",6 December 2020,16:17:08
0,CCSFS,SXM-7,"7,000 kg",GTO,Sirius XM,Success,F9 B5 ♺,"Success
",13 December 2020,17:30:00
0,KSC,NROL-108,C,LEO,NRO,52,F9 B5 ♺,"Success
",19 December 2020,14:00:00
0,CCSFS,Türksat 5A,"3,500 kg",GTO,Türksat,Success,F9 B5,"Success
",8 January 2021,02:15
0,KSC,Starlink,"15,600 kg",LEO,SpaceX,53,F9 B5B1051.8,"Success
",20 January 2021,13:02
0,CCSFS,Transporter-1,"~5,000 kg",SSO,0,Success,F9 B5B1058.5,0,24 January 2021,15:00
0,0,0,0,0,0,54,0,0,0,0
0,0,0,0,0,0,Success,0,0,0,0
0,0,0,0,0,0,55,0,0,0,0
0,0,0,0,0,0,Success,0,0,0,0
0,0,0,0,0,0,56,0,0,0,0
0,0,0,0,0,0,Success,0,0,0,0
0,0,0,0,0,0,57,0,0,0,0
0,0,0,0,0,0,Success,0,0,0,0
0,0,0,0,0,0,58,0,0,0,0
0,0,0,0,0,0,Success,0,0,0,0
0,0,0,0,0,0,59,0,0,0,0
0,0,0,0,0,0,Success,0,0,0,0
0,0,0,0,0,0,60,0,0,0,0
0,0,0,0,0,0,Success,0,0,0,0
0,0,0,0,0,0,61,0,0,0,0
0,0,0,0,0,0,Success,0,0,0,0
0,0,0,0,0,0,62,0,0,0,0
0,0,0,0,0,0,Success,0,0,0,0
0,0,0,0,0,0,63,0,0,0,0
0,0,0,0,0,0,Success,0,0,0,0
0,0,0,0,0,0,64,0,0,0,0
0,0,0,0,0,0,Success,0,0,0,0
0,0,0,0,0,0,65,0,0,0,0
0,0,0,0,0,0,"Success
",0,0,0,0
0,0,0,0,0,0,66,0,0,0,0
0,0,0,0,0,0,Success,0,0,0,0
0,0,0,0,0,0,67,0,0,0,0
0,0,0,0,0,0,"Success
",0,0,0,0
0,0,0,0,0,0,68,0,0,0,0
0,0,0,0,0,0,"Success
",0,0,0,0
0,0,0,0,0,0,69,0,0,0,0
0,0,0,0,0,0,"Success
",0,0,0,0
0,0,0,0,0,0,70,0,0,0,0
0,0,0,0,0,0,"Success
",0,0,0,0
0,0,0,0,0,0,71,0,0,0,0
0,0,0,0,0,0,"Success
",0,0,0,0
0,0,0,0,0,0,72,0,0,0,0
0,0,0,0,0,0,"Success
",0,0,0,0
0,0,0,0,0,0,73,0,0,0,0
0,0,0,0,0,0,"Success
",0,0,0,0
0,0,0,0,0,0,74,0,0,0,0
0,0,0,0,0,0,"Success
",0,0,0,0
0,0,0,0,0,0,75,0,0,0,0
0,0,0,0,0,0,"Success
",0,0,0,0
0,0,0,0,0,0,76,0,0,0,0
0,0,0,0,0,0,"Success
",0,0,0,0
0,0,0,0,0,0,77,0,0,0,0
0,0,0,0,0,0,"Success
",0,0,0,0
0,0,0,0,0,0,78,0,0,0,0
0,0,0,0,0,0,"Success
",0,0,0,0
0,0,0,0,0,0,79,0,0,0,0
0,0,0,0,0,0,"Success
",0,0,0,0
0,0,0,0,0,0,80,0,0,0,0
0,0,0,0,0,0,"Success
",0,0,0,0
0,0,0,0,0,0,81,0,0,0,0
0,0,0,0,0,0,"Success
",0,0,0,0
0,0,0,0,0,0,82,0,0,0,0
0,0,0,0,0,0,"Success
",0,0,0,0
0,0,0,0,0,0,83,0,0,0,0
0,0,0,0,0,0,"Success
",0,0,0,0
0,0,0,0,0,0,84,0,0,0,0
0,0,0,0,0,0,"Success
",0,0,0,0
0,0,0,0,0,0,85,0,0,0,0
0,0,0,0,0,0,"Success
",0,0,0,0
0,0,0,0,0,0,86,0,0,0,0
0,0,0,0,0,0,"Success
",0,0,0,0
0,0,0,0,0,0,87,0,0,0,0
0,0,0,0,0,0,"Success
",0,0,0,0
0,0,0,0,0,0,88,0,0,0,0
0,0,0,0,0,0,"Success
",0,0,0,0
0,0,0,0,0,0,89,0,0,0,0
0,0,0,0,0,0,"Success
",0,0,0,0
0,0,0,0,0,0,90,0,0,0,0
0,0,0,0,0,0,"Success
",0,0,0,0
0,0,0,0,0,0,91,0,0,0,0
0,0,0,0,0,0,"Success
",0,0,0,0
0,0,0,0,0,0,92,0,0,0,0
0,0,0,0,0,0,"Success
",0,0,0,0
0,0,0,0,0,0,93,0,0,0,0
0,0,0,0,0,0,"Success
",0,0,0,0
0,0,0,0,0,0,94,0,0,0,0
0,0,0,0,0,0,"Success
",0,0,0,0
0,0,0,0,0,0,95,0,0,0,0
0,0,0,0,0,0,"Success
",0,0,0,0
0,0,0,0,0,0,96,0,0,0,0
0,0,0,0,0,0,"Success
",0,0,0,0
0,0,0,0,0,0,97,0,0,0,0
0,0,0,0,0,0,"Success
",0,0,0,0
0,0,0,0,0,0,98,0,0,0,0
0,0,0,0,0,0,"Success
",0,0,0,0
0,0,0,0,0,0,99,0,0,0,0
0,0,0,0,0,0,"Success
",0,0,0,0
0,0,0,0,0,0,100,0,0,0,0
0,0,0,0,0,0,"Success
",0,0,0,0
0,0,0,0,0,0,101,0,0,0,0
0,0,0,0,0,0,"Success
",0,0,0,0
0,0,0,0,0,0,102,0,0,0,0
0,0,0,0,0,0,"Success
",0,0,0,0
0,0,0,0,0,0,103,0,0,0,0
0,0,0,0,0,0,"Success
",0,0,0,0
0,0,0,0,0,0,104,0,0,0,0
0,0,0,0,0,0,"Success
",0,0,0,0
0,0,0,0,0,0,105,0,0,0,0
0,0,0,0,0,0,"Success
",0,0,0,0
0,0,0,0,0,0,106,0,0,0,0
